"('힘차게', 'Adjective')",,
"('합당', 'Noun')",,
"('폭로', 'Noun')",,
"('영리한', 'Adjective')",,
"('검소', 'Noun')","('한', 'Josa')",
"('호소', 'Noun')",,
"('지능', 'Noun')","('형', 'Suffix')",
"('매력', 'Noun')",,
"('절약', 'Noun')",,
"('라이터', 'Noun')",,
"('교육', 'Noun')","('적', 'Suffix')","('인', 'Josa')"
"('미녀', 'Noun')",,
"('안정', 'Noun')","('적', 'Suffix')",
"('낫다', 'Noun')",,
"('힘찬', 'Adjective')",,
"('세심', 'Noun')","('한', 'Josa')",
"('선호', 'Noun')",,
"('기쁨', 'Noun')",,
"('존중', 'Noun')",,
"('무적', 'Noun')",,
"('명령', 'Noun')","('한', 'Josa')",
"('단순화', 'Noun')",,
"('고요한', 'Noun')",,
"('명랑한', 'Adjective')",,
"('정확하다', 'Adjective')",,
"('저명', 'Noun')",,
"('성취', 'Noun')",,
"('성실', 'Noun')",,
"('사랑스러운', 'Adjective')",,
"('교육', 'Noun')","('받은', 'Verb')",
"('겸손한', 'Adjective')",,
"('평정', 'Noun')",,
"('카리스마', 'Noun')",,
"('서포터', 'Noun')",,
"('짙다', 'Adjective')",,
"('생산', 'Noun')","('적', 'Suffix')","('인', 'Josa')"
"('유창한', 'Adjective')",,
"('아름다', 'Adjective')","('움', 'Noun')",
"('노블', 'Noun')",,
"('공손', 'Noun')",,
"('친절하게', 'Adjective')",,
"('정통한', 'Adjective')",,
"('웅대', 'Noun')","('한', 'Josa')",
"('와우', 'Noun')",,
"('영광', 'Noun')","('스러운', 'Josa')",
"('뿌리', 'Noun')","('깊은', 'Adjective')",
"('배려', 'Noun')",,
"('이점', 'Noun')",,
"('여유', 'Noun')",,
"('충성', 'Noun')","('스러운', 'Josa')",
"('준수', 'Noun')",,
"('우세', 'Noun')",,
"('매니아', 'Noun')",,
"('만족스러운', 'Adjective')",,
"('치하', 'Noun')",,
"('으뜸', 'Noun')","('가는', 'Verb')",
"('연정', 'Noun')",,
"('똑똑한', 'Adjective')",,
"('진가', 'Noun')","('를', 'Josa')",
"('상당하다', 'Adjective')",,
"('공격', 'Noun')","('적', 'Suffix')",
"('영감', 'Noun')",,
"('공평한', 'Adjective')",,
"('정직', 'Noun')",,
"('의', 'Noun')","('로운', 'Josa')",
"('블록버스터', 'Noun')",,
"('멋지게', 'Adjective')",,
"('마치다', 'Noun')",,
"('자진', 'Noun')","('해서', 'Verb')",
"('서장', 'Noun')",,
"('열정', 'Noun')","('적', 'Suffix')","('으로', 'Josa')"
"('사치스러운', 'Adjective')",,
"('낙', 'Noun')",,
"('스테인레스', 'Noun')",,
"('흥분', 'Noun')",,
"('헌신', 'Noun')",,
"('혜택', 'Noun')",,
"('즐거움', 'Noun')",,
"('존경', 'Noun')",,
"('다정한', 'Adjective')",,
"('경신', 'Noun')",,
"('총명한', 'Adjective')",,
"('열', 'Modifier')","('혈', 'Noun')",
"('순결한', 'Adjective')",,
"('번영하는', 'Adjective')",,
"('근세', 'Noun')","('의', 'Josa')",
"('건장한', 'Adjective')",,
"('재', 'Noun')","('구성', 'Noun')",
"('천정', 'Noun')",,
"('자비로운', 'Adjective')",,
"('은혜', 'Noun')",,
"('경화', 'Noun')",,
"('건강하고', 'Adjective')",,
"('풍족한', 'Adjective')",,
"('재치', 'Noun')","('있는', 'Adjective')",
"('재빠른', 'Adjective')",,
"('우호', 'Noun')","('적', 'Suffix')",
"('민첩한', 'Adjective')",,
"('모범', 'Noun')",,
"('절묘한', 'Adjective')",,
"('유용', 'Noun')",,
"('감동', 'Noun')",,
"('예절', 'Noun')",,
"('떠는', 'Verb')",,
"('대단하다', 'Adjective')",,
"('당연하다', 'Adjective')",,
"('논리학', 'Noun')","('의', 'Josa')",
"('충의', 'Noun')",,
"('정당성', 'Noun')",,
"('보증', 'Noun')",,
"('번영', 'Noun')",,
"('매혹', 'Noun')","('적', 'Suffix')","('인', 'Josa')"
"('만족', 'Noun')","('시키기', 'Verb')",
"('감사하는', 'Verb')",,
"('신동', 'Noun')",,
"('번성', 'Noun')",,
"('달링', 'Noun')",,
"('정력', 'Noun')","('적', 'Suffix')","('인', 'Josa')"
"('자존심', 'Noun')",,
"('복종', 'Noun')",,
"('낙관', 'Noun')","('적', 'Suffix')","('인', 'Josa')"
"('격려', 'Noun')",,
"('흥미', 'Noun')","('있는', 'Adjective')",
"('일치', 'Noun')","('하여', 'Verb')",
"('원기', 'Noun')",,
"('애국자', 'Noun')",,
"('대답', 'Noun')","('하는', 'Verb')",
"('흥미롭다', 'Adjective')",,
"('치료', 'Noun')","('제', 'Noun')",
"('이득', 'Noun')",,
"('선택', 'Noun')","('적', 'Suffix')","('인', 'Josa')"
"('기공', 'Noun')",,
"('연상', 'Noun')",,
"('안락한', 'Adjective')",,
"('세다', 'Verb')",,
"('믿을만한', 'Verb')",,
"('만나다', 'Verb')",,
"('드넓은', 'Adjective')",,
"('꾀어', 'Verb')",,
"('자신감', 'Noun')",,
"('독창', 'Noun')",,
"('건방진', 'Adjective')",,
"('축복', 'Noun')",,
"('용서', 'Noun')",,
"('상쾌한', 'Adjective')",,
"('발명', 'Noun')","('의', 'Josa')",
"('따뜻하다', 'Adjective')",,
"('평안', 'Noun')",,
"('유혹', 'Noun')","('하는', 'Verb')",
"('완벽', 'Noun')",,
"('싸', 'Verb')",,
"('기쁘다', 'Adjective')",,
"('건설', 'Noun')","('적', 'Suffix')","('인', 'Josa')"
"('애가', 'Noun')",,
"('사치스런', 'Adjective')",,
"('친밀하게', 'Adjective')",,
"('죄', 'Noun')","('없는', 'Adjective')",
"('영', 'Noun')","('가', 'Josa')",
"('양심', 'Noun')","('적', 'Suffix')","('인', 'Josa')"
"('숙명', 'Noun')",,
"('뛰어나게', 'Adjective')",,
"('기뻐하는', 'Adjective')",,
"('간단', 'Noun')",,
"('트러스트', 'Noun')",,
"('용기있는', 'Verb')",,
"('수당', 'Noun')",,
"('뜨겁다', 'Adjective')",,
"('덥다', 'Adjective')",,
"('꼼꼼하게', 'Adjective')",,
"('확신', 'Noun')",,
"('쾌활한', 'Adjective')",,
"('조심스러운', 'Adjective')",,
"('자랑', 'Noun')",,
"('웰빙', 'Noun')",,
"('아담한', 'Adjective')",,
"('기', 'Modifier')","('동성', 'Noun')",
"('향기로운', 'Adjective')",,
"('풍경화', 'Noun')",,
"('충분', 'Noun')",,
"('좋네요', 'Adjective')",,
"('유행', 'Noun')","('의', 'Josa')",
"('떨리는', 'Verb')",,
"('납', 'Noun')","('의', 'Josa')",
"('공짜', 'Noun')",,
"('현명하게', 'Adjective')",,
"('저', 'Noun')","('어', 'Suffix')",
"('달래는', 'Verb')",,
"('긍정', 'Noun')",,
"('친애하는', 'Adjective')",,
"('진취', 'Noun')","('적', 'Suffix')","('인', 'Josa')"
"('적시에', 'Verb')",,
"('야심', 'Noun')",,
"('액', 'Noun')",,
"('솜씨', 'Noun')",,
"('보완', 'Noun')","('적', 'Suffix')","('인', 'Josa')"
"('방재', 'Noun')",,
"('박수', 'Noun')",,
"('훌륭하다', 'Adjective')",,
"('해돋이', 'Noun')",,
"('조명하', 'Noun')","('는', 'Josa')",
"('절정', 'Noun')",,
"('유효', 'Noun')","('성', 'Suffix')",
"('우월', 'Noun')",,
"('순종', 'Noun')","('하는', 'Verb')",
"('놀랄만', 'Verb')","('한', 'Determiner')",
"('의', 'Noun')",,
"('한', 'Verb')",,
"('다른', 'Noun')",,
"('토론', 'Noun')",,
"('특히', 'Adverb')",,
"('뒤', 'Noun')",,
"('없는', 'Adjective')",,
"('해', 'Noun')",,
"('없다', 'Adjective')",,
"('성', 'Noun')",,
"('크게', 'Noun')",,
"('주의', 'Noun')",,
"('만든', 'Verb')",,
"('기타', 'Noun')",,
"('지방', 'Noun')",,
"('쓴', 'Verb')",,
"('차단', 'Noun')",,
"('긴', 'Verb')",,
"('전혀', 'Noun')",,
"('삭제', 'Noun')",,
"('죽은', 'Verb')",,
"('문제', 'Noun')",,
"('사용', 'Noun')","('하여', 'Verb')",
"('소설', 'Noun')",,
"('신', 'Noun')",,
"('본래', 'Noun')",,
"('제작', 'Noun')",,
"('만화', 'Noun')",,
"('어려운', 'Adjective')",,
"('반대', 'Noun')",,
"('섬', 'Noun')","('의', 'Josa')",
"('갑자기', 'Noun')",,
"('사망', 'Noun')",,
"('독특한', 'Adjective')",,
"('죽었다', 'Verb')",,
"('공격', 'Noun')",,
"('잘', 'VerbPrefix')","('못', 'VerbPrefix')","('된', 'Verb')"
"('정의', 'Noun')",,
"('전쟁', 'Noun')","('의', 'Josa')",
"('복잡한', 'Adjective')",,
"('피해', 'Noun')",,
"('부인', 'Noun')",,
"('대상', 'Noun')",,
"('적', 'Noun')",,
"('잘못', 'Noun')",,
"('붙어', 'Verb')",,
"('아래', 'Noun')","('의', 'Josa')",
"('상태', 'Noun')",,
"('열', 'Noun')",,
"('강제', 'Noun')",,
"('대신', 'Noun')","('에', 'Josa')",
"('좁은', 'Adjective')",,
"('적의', 'Noun')",,
"('뒤', 'Noun')","('로', 'Josa')",
"('발생', 'Noun')",,
"('거친', 'Verb')",,
"('약한', 'Adjective')",,
"('칼', 'Noun')",,
"('발표', 'Noun')",,
"('지나치게', 'Verb')",,
"('소수', 'Noun')",,
"('시험', 'Noun')",,
"('어', 'Noun')","('두운', 'Noun')",
"('전차', 'Noun')",,
"('결정', 'Noun')",,
"('죽', 'Noun')","('을', 'Josa')",
"('비판', 'Noun')",,
"('상대', 'Noun')",,
"('잃은', 'Verb')",,
"('무거운', 'Adjective')",,
"('향', 'Noun')",,
"('부족한', 'Adjective')",,
"('나쁜', 'Adjective')",,
"('길', 'Noun')",,
"('기', 'Noun')",,
"('가난한', 'Adjective')",,
"('화가', 'Noun')",,
"('색', 'Noun')",,
"('보지', 'Noun')",,
"('친일파', 'Noun')",,
"('가을', 'Noun')",,
"('가상', 'Noun')",,
"('노예', 'Noun')",,
"('어렵다', 'Adjective')",,
"('다리', 'Noun')","('를', 'Josa')",
"('경쟁', 'Noun')",,
"('걸려', 'Verb')",,
"('연결', 'Noun')",,
"('회의', 'Noun')",,
"('제한', 'Noun')",,
"('지정', 'Noun')",,
"('떨어지는', 'Verb')",,
"('문제', 'Noun')","('의', 'Josa')",
"('엄격한', 'Adjective')",,
"('부족', 'Noun')",,
"('분리', 'Noun')",,
"('끊임없이', 'Adjective')",,
"('주장', 'Noun')",,
"('발견', 'Noun')",,
"('분석', 'Noun')",,
"('타격', 'Noun')",,
"('죽음', 'Noun')",,
"('금지', 'Noun')",,
"('암살', 'Noun')",,
"('김', 'Noun')",,
"('평범한', 'Adjective')",,
"('위험한', 'Adjective')",,
"('줄거리', 'Noun')",,
"('소리', 'Noun')",,
"('불법', 'Noun')",,
"('분쟁', 'Noun')",,
"('연기', 'Noun')",,
"('부하', 'Noun')",,
"('붕괴', 'Noun')",,
"('뚜렷한', 'Adjective')",,
"('불가능한', 'Adjective')",,
"('격렬한', 'Adjective')",,
"('범죄', 'Noun')",,
"('말기', 'Noun')",,
"('잃었다', 'Verb')",,
"('수상한', 'Noun')",,
"('제외', 'Noun')",,
"('힘', 'Noun')",,
"('포', 'Noun')",,
"('지는', 'Verb')",,
"('항구', 'Noun')",,
"('개인', 'Noun')","('적', 'Suffix')","('으로', 'Josa')"
"('폐지', 'Noun')",,
"('테러', 'Noun')",,
"('수사', 'Noun')",,
"('실패한', 'Adjective')",,
"('항의', 'Noun')",,
"('고정', 'Noun')",,
"('치열한', 'Adjective')",,
"('분할', 'Noun')",,
"('충돌', 'Noun')",,
"('계승', 'Noun')",,
"('심하게', 'Adjective')",,
"('고문', 'Noun')",,
"('위반', 'Noun')",,
"('반란', 'Noun')",,
"('바이러스', 'Noun')",,
"('정지', 'Noun')",,
"('가사', 'Noun')",,
"('가짜', 'Noun')",,
"('부상', 'Noun')",,
"('살인', 'Noun')",,
"('망명', 'Noun')",,
"('짐', 'Noun')",,
"('읽을', 'Verb')",,
"('훼손', 'Noun')",,
"('선전', 'Noun')",,
"('신화', 'Noun')",,
"('사기', 'Noun')",,
"('공포', 'Noun')",,
"('복귀', 'Noun')",,
"('시위', 'Noun')",,
"('얼굴', 'Noun')",,
"('원시', 'Noun')",,
"('제한', 'Noun')","('된', 'Verb')",
"('압도', 'Noun')","('적', 'Suffix')","('인', 'Josa')"
