v1,v2
0,교육받은
0,겸손한
0,평정
0,카리스마
0,서포터
0,짙다
0,생산적인
0,유창한
0,아름다움
0,노블
0,공손
0,친절하게
0,정통한
0,웅대한
0,와우
0,영광스러운
0,뿌리깊은
0,배려
0,이점
0,여유
0,충성스러운
0,준수
0,우세
0,매니아
0,만족스러운
0,치하
0,으뜸가는
0,연정
0,똑똑한
0,진가를
0,상당하다
0,공격적
0,영감
0,공평한
0,정직
0,의로운
0,블록버스터
0,멋지게
0,마치다
0,자진해서
0,서장
0,열정적으로
0,사치스러운
0,낙
0,스테인레스
0,흥분
0,헌신
0,혜택
0,즐거움
0,존경
0,다정한
0,경신
0,총명한
0,열혈
0,순결한
0,번영하는
0,근세의
0,건장한
0,재구성
0,천정
0,자비로운
0,은혜
0,경화
0,건강하고
0,풍족한
0,재치있는
0,재빠른
0,우호적
0,민첩한
0,모범
0,절묘한
0,유용
0,감동
0,예절
0,떠는
0,대단하다
0,당연하다
0,논리학의
0,충의
0,정당성
0,보증
0,번영
0,매혹적인
0,만족시키기
0,감사하는
0,신동
0,번성
0,달링
0,정력적인
0,자존심
0,복종
0,낙관적인
0,격려
0,흥미있는
0,일치하여
0,원기
0,애국자
0,대답하는
0,흥미롭다
0,치료제
0,이득
0,선택적인
0,기공
0,연상
0,안락한
0,세다
0,믿을만한
0,만나다
0,드넓은
0,꾀어
0,자신감
0,독창
0,건방진
0,축복
0,용서
0,상쾌한
0,발명의
0,따뜻하다
0,평안
0,유혹하는
0,완벽
0,싸
0,기쁘다
0,건설적인
0,애가
0,사치스런
0,친밀하게
0,죄없는
0,영가
0,양심적인
0,숙명
0,뛰어나게
0,기뻐하는
0,간단
0,트러스트
0,용기있는
0,수당
0,뜨겁다
0,덥다
0,꼼꼼하게
0,확신
0,쾌활한
0,조심스러운
0,자랑
0,웰빙
0,아담한
0,기동성
0,향기로운
0,풍경화
0,충분
0,좋네요
0,유행의
0,떨리는
0,납의
0,공짜
0,현명하게
0,저어
0,달래는
0,긍정
0,친애하는
0,진취적인
0,적시에
0,야심
0,액
0,솜씨
0,보완적인
0,방재
0,박수
0,훌륭하다
0,해돋이
0,조명하는
0,절정
0,유효성
0,우월
0,순종하는
0,놀랄만한
1,의
1,한
1,다른
1,토론
1,특히
1,뒤
1,없는
1,해
1,없다
1,성
1,크게
1,주의
1,만든
1,기타
1,지방
1,쓴
1,차단
1,긴
1,전혀
1,삭제
1,죽은
1,문제
1,사용하여
1,소설
1,신
1,본래
1,제작
1,만화
1,어려운
1,반대
1,섬의
1,갑자기
1,사망
1,독특한
1,죽었다
1,공격
1,잘못된
1,정의
1,전쟁의
1,복잡한
1,피해
1,부인
1,대상
1,적
1,잘못
1,붙어
1,아래의
1,상태
1,열
1,강제
1,대신에
1,좁은
1,적의
1,뒤로
1,발생
1,거친
1,약한
1,칼
1,발표
1,지나치게
1,소수
1,시험
1,어두운
1,전차
1,결정
1,죽을
1,비판
1,상대
1,잃은
1,무거운
1,향
1,부족한
1,나쁜
1,길
1,기
1,가난한
1,화가
1,색
1,보지
1,친일파
1,가을
1,가상
1,노예
1,어렵다
1,다리를
1,경쟁
1,걸려
1,연결
1,회의
1,제한
1,지정
1,떨어지는
1,문제의
1,엄격한
1,부족
1,분리
1,끊임없이
1,주장
1,발견
1,분석
1,타격
1,죽음
1,금지
1,암살
1,김
1,평범한
1,위험한
1,줄거리
1,소리
1,불법
1,분쟁
1,연기
1,부하
1,붕괴
1,뚜렷한
1,불가능한
1,격렬한
1,범죄
1,말기
1,잃었다
1,수상한
1,제외
1,힘
1,포
1,지는
1,항구
1,개인적으로
1,폐지
1,테러
1,수사
1,실패한
1,항의
1,고정
1,치열한
1,분할
1,충돌
1,계승
1,심하게
1,고문
1,위반
1,반란
1,바이러스
1,정지
1,가사
1,가짜
1,부상
1,살인
1,망명
1,짐
1,읽을
1,훼손
1,선전
1,신화
1,사기
1,공포
1,복귀
1,시위
1,얼굴
1,원시
1,제한된
1,압도적인
1,부정
1,않을까
1,폭탄
1,느린
1,긴급
1,근본적인
1,폭발
1,과도한
1,간신히
1,불
1,맞은
1,얇은
1,미친
1,저항
1,치명적인
1,느끼게
1,너무나
1,구분
1,조작
1,천천히
1,찬
1,잃어버린
1,실패
1,경고
1,담배
1,공전
1,암
1,오류
1,대응
1,효과적인
1,학살
1,파괴
1,사막
1,죽이는
1,잘못을
1,체포
1,자살
1,인정
1,유적
1,불필요한
1,멸망
1,차가운
1,기병
1,위기
1,인상적인
1,거짓
1,통제
1,사소한
1,관심
1,병
1,비싼
1,레슬링
1,대립
1,논쟁
1,침략
1,제거
1,형사
1,구름
1,취한
1,신비
1,장애
1,숨어
1,펑크
1,저지른
1,불리한
1,실수
1,척
1,추운
1,동의
1,두꺼운
1,분산
1,비판적인
1,변형
1,장애인
1,위험
1,근본적으로
1,부족의
1,거부
1,무력
1,시도
1,금지하는
1,표면의
1,공격적인
1,탈출
1,죄
1,갈등
1,발굴
1,항복
1,정복
1,마약
1,침해
1,음
1,동굴
1,야생
1,무서운
1,제한하는
1,기기
1,악의
1,환상
1,얕은
1,암흑
1,먼지
1,감소
1,회수
1,경과
1,중단
1,구분하는
1,사직
1,감시
1,의혹
1,복수
1,느리게
1,허위
1,살해
1,가능성
1,분열
1,무효
1,차별
1,도착
1,질병
1,불안정한
1,쓰레기
1,싫어하는
1,부당한
1,싸움
1,돼지
1,도전
1,한정
1,논쟁의
1,던전
1,한정된
1,해산
1,비극
1,종족
1,엄격하게
1,악마의
1,부패
1,반복
1,실업
1,압도적으로
1,파괴하는
1,극단
1,부진한
1,잡기
1,요동
1,처벌
1,지상에
1,혼란
1,방해하는
1,감염
1,끊임없는
1,탱크
1,투쟁
1,악마
1,이상하게
1,악성
1,줄어들고
1,상해
1,반대의
1,갈라진
1,마른
1,슬픈
1,허용
1,추락
1,비난
1,무용
1,용인
1,관직
1,갇혀
1,불안한
1,괴물
1,비판적
1,자연스러운
1,과격한
1,조상
1,피
1,지연
1,속이다
1,깜짝
1,피의
1,죄송합니다
1,진압
1,금지된
1,과도
1,패러디
1,딱딱한
1,곤충
1,인형
1,진동
1,악
1,독
1,피로
1,탈락
1,잔인한
1,두려워하여
1,사악한
1,구멍
1,간섭
1,중복
1,새끼
1,대결
1,오염
1,축소
1,약하다
1,흙
1,모호한
1,불완전한
1,끔찍한
1,소박한
1,수치
1,동의하지
1,정체
1,구제
1,침몰
1,중량
1,위헌
1,신비한
1,비참한
1,감옥
1,애매한
1,연결할
1,취급
1,유죄
1,폭포
1,분해
1,노인
1,상처
1,물건
1,침입
1,왜곡
1,비평
1,노골적으로
1,추방
1,전도
1,스트레스
1,불행한
1,거짓으로
1,갇힌
1,증후군
1,폭행
1,아픈
1,손실
1,상실한
1,안개
1,몰락
1,무너져
1,철의
1,울
1,사임
1,파시스트
1,무차별
1,평민
1,스트라이크
1,강간
1,험한
1,타락한
1,협박
1,폭동
1,파업
1,부정한
1,소극적인
1,고통
1,휴식
1,적대
1,적대적인
1,서리
1,방해
1,임의
1,유연한
1,위협
1,먹이
1,욕설
1,스틸
1,불안
1,난민
1,희생자
1,자세
1,반란의
1,고장
1,소멸
1,도망친
1,유아
1,맹렬한
1,독재자
1,가려
1,충격
1,지나간
1,앉은
1,지옥의
1,더러운
1,기묘한
1,어둠
1,그릇된
1,화상
1,조금도
1,파산
1,고추
1,희생
1,비극의
1,거짓말
1,파시즘
1,중독
1,버그
1,경보
1,불규칙
1,회피
1,바이러스의
1,굴
1,약탈
1,충격적인
1,까다로운
1,과장
1,불규칙한
1,비평가
1,비밀의
1,도청
1,풍자
1,증상
1,die
1,의심
1,과잉
1,지옥
1,소유권
1,오해
1,노예의
1,환상의
1,시체
1,인질
1,유혈
1,위조
1,과장된
1,과실
1,불확실한
1,급한
1,진흙
1,부재
1,괴뢰
1,저하
1,손상
1,포기
1,어리석은
1,색다른
1,빈곤
1,무의미한
1,단점
1,해킹
1,우연한
1,소음
1,레일
1,레몬
1,어려움
1,야수
1,자극하는
1,인위적인
1,성운의
1,호환성
1,침대
1,심해
1,스캔들
1,재해
1,고아
1,강요
1,실망한
1,해로운
1,필사적으로
1,투옥
1,이탈
1,배출
1,무자비한
1,무능한
1,관계없는
1,혼란스러운
1,수수께끼
1,부당하게
1,대학살
1,평
1,욕
1,열세
1,생략
1,플레어
1,짐승의
1,무작위
1,긴장
1,성난
1,험준한
1,펀치
1,종속
1,이별
1,응답
1,위협적인
1,맹렬히
1,독성
1,경계의
1,인종차별
1,구경
1,경쟁하는
1,함정
1,원어
1,악화
1,고소
1,정적인
1,쓸데없는
1,새는
1,냄새
1,저주
1,분노
1,놈
1,깨진
1,스쿼시
1,미숙한
1,시차
1,거치게
1,훔쳐
1,물리치는
1,고백
1,썩은
1,불쾌한
1,추방된
1,아가씨
1,무시무시한
1,도주
1,구토
1,전염병
1,비정상적으로
1,억제
1,흔들리는
1,회의적인
1,반박
1,리프트
1,교도소
1,죽어가는
1,악명
1,무시
1,혼돈
1,스테레오
1,불만
1,폭발의
1,근거없는
1,고용된
1,강조
1,희미한
1,용의자
1,여분의
1,발열
1,마찰
1,쓰다
1,슬픔
1,불평등
1,급진
1,굽은
1,통증
1,손해
1,도끼
1,과다
1,고발
1,결함
1,팽창
1,전복
1,악당
1,떨어뜨리는
1,부수
1,부담
1,변조
1,박해
1,레이크
1,난폭한
1,괴롭히는
1,후퇴
1,속이고
1,불합리한
1,해고
1,퍼지는
1,부동의
1,냉정한
1,주차
1,우울한
1,우울증
1,배수
1,꼭두각시
1,부정확한
1,범죄자
1,무례한
1,고민
1,고난
1,흔적
1,해치는
1,외딴
1,동요
1,기괴한
1,가린다
1,시제
1,훔친
1,불행하게도
1,부서진
1,느슨하게
1,괴로운
1,초라한
1,잼
1,재난
1,싸인
1,쇠퇴
1,나쁘게
1,편광
1,원한
1,실패하는
1,수사학
1,불화
1,모순
1,강세
1,폐
1,강제적인
1,휘발성
1,좀비
1,잉여
1,예언
1,성교
1,밀집한
1,거지
1,탈선
1,타도
1,장애물
1,종말
1,제한적
1,엄한
1,불쾌하게
1,황당한
1,학대
1,풀린
1,전연
1,원료
1,엉터리
1,무지
1,거절
1,의심스러운
1,소원
1,무모한
1,후방의
1,한도
1,정반대로
1,야생의
1,성급한
1,두통
1,흐린
1,상어
1,디스
1,단호히
1,굴욕적인
1,굳어진
1,광대
1,질투
1,억압
1,실패의
1,병든
1,냉동
1,break
1,절연
1,생소한
1,빈민
1,악의적으로
1,매트
1,도망
1,기피
1,공황
1,하인
1,편견
1,찌르는
1,알레르기
1,순교
1,드래그
1,끊어진
1,흠
1,유해한
1,노하여
1,교각
1,고독한
1,폐기
1,착용
1,진술
1,지독한
1,저주받은
1,선동
1,불길한
1,매점
1,롤러코스터
1,치우친
1,외상
1,신병
1,숨겨
1,미정
1,모순된
1,기질
1,거칠게
1,흉상
1,패자
1,아이러니하게도
1,아나키즘
1,황급히
1,짐승
1,어색한
1,어둡게
1,분기하는
1,미확인
1,무책임한
1,만료
1,남용
1,걱정하는
1,가난
1,혼잡한
1,잔인하게
1,싸게
1,불미스러운
1,공모
1,접시
1,인성
1,이교도
1,비활성
1,무의식적으로
1,굶어
1,강조된
1,폐허
1,유행하는
1,우울
1,반증
1,구부러진
1,호전적인
1,탐욕
1,지체
1,이기적인
1,시끄러운
1,스케치
1,서투른
1,붐비는
1,묘한
1,혼전
1,악용
1,실점
1,속이는
1,막연한
1,긴급한
1,구타
1,감기
1,활동가
1,하강
1,파괴적인
1,주사위
1,반역
1,기발한
1,엉덩이
1,순진한
1,상한
1,비싸다
1,배신
1,되다
1,기근
1,경합
1,걱정
1,가뭄
1,형벌
1,침입하는
1,암의
1,소문
1,발포
1,천공
1,압박
1,불쌍한
1,천한
1,자루
1,살인의
1,비하
1,막힌
1,침식
1,이심률
1,배신자
1,헛된
1,춥다
1,불충분한
1,분개한
1,바리
1,무너질
1,못된
1,단호한
1,혼잡
1,주름
1,아랫
1,비꼬는
1,블라인드
1,불명예스러운
1,무신론
1,침착한
1,오만한
1,소외
1,분출
1,독재의
1,늘어진
1,나사
1,그늘
1,경쟁자
1,회귀
1,폭발물
1,전치
1,자지
1,완고한
1,염증
1,쓸모없는
1,싫어하여
1,부끄러운
1,화나게
1,침수
1,충만한
1,좌절
1,울타리
1,배제
1,무질서한
1,농담
1,힘있는
1,평민의
1,파편
1,터무니없는
1,일탈
1,수고
1,불안정
1,보조적인
1,버림받은
1,발진
1,호구
1,해골
1,중상
1,연루
1,약화
1,싫어
1,시다
1,수수한
1,불완전
1,박탈
1,바이스
1,내키지
1,강경파
1,혐오
1,허위의
1,푼
1,지루한
1,주먹
1,악화되는
1,싫은
1,불균형
1,프로스트
1,출혈
1,별난
1,무관심
1,대홍수
1,근본주의
1,과세
1,표면적으로
1,연약한
1,약탈하는
1,불신
1,매듭
1,단조로운
1,자그마한
1,어기는
1,뚱뚱한
1,뒤떨어진
1,동결
1,결여된
1,격노한
1,흡입
1,하찮은
1,재발
1,우려하는
1,역설적으로
1,신비적인
1,부과
1,콤플렉스
1,언
1,비열한
1,벗겨
1,무서워
1,교활한
1,고민하는
1,가난하게
1,황량한
1,터무니
1,불운한
1,부식
1,복종하는
1,대조되는
1,침체
1,착취
1,매복
1,왕따
1,어둡다
1,슬퍼하는
1,불명예
1,부적절
1,부도덕한
1,무정부주의
1,무식한
1,무관심한
1,괴로움
1,팽팽한
1,치명적
1,조커
1,우스꽝스러운
1,미신
1,말소
1,기생충
1,풍자적인
1,어는
1,암살자
1,악몽
1,스플릿
1,비장
1,무더운
1,논쟁적인
1,냉담한
1,결핍
1,형편
1,폭군
1,죄인
1,자객
1,쐐기
1,속박
1,불변
1,반역의
1,맹세
1,격리
1,강박
1,타락
1,추한
1,추악한
1,망할
1,둔한
1,데몬
1,낙인
1,기행
1,교란
1,트위스트
1,조롱
1,적대하는
1,불공정
1,변태
1,천적
1,주입
1,절박한
1,억압적인
1,앉아있는
1,보이콧
1,무섭게
1,메마른
1,누출
1,가파르게
1,현세의
1,잉어
1,우수리
1,엄숙한
1,불평
1,금기
1,귀찮은
1,걱정하여
1,거만한
1,험악한
1,증오
1,욕심
1,스크래치
1,소폭
1,부당
1,모욕
1,대공포
1,꼬인
1,골절
1,후회
1,채찍
1,찢어진
1,조잡한
1,조소
1,전멸
1,재앙
1,애로
1,부푼
1,문맹
1,도상
1,도발
1,괴이한
1,환각
1,징후
1,오인
1,무력한
1,경솔한
1,하락
1,자살의
1,일그러진
1,역경
1,싸구려
1,불편
1,부조리
1,병적인
1,벨소리
1,배반
1,방어적인
1,가자미
1,퍼지
1,크리프
1,취약
1,저속한
1,이교
1,울음
1,약점
1,실업자
1,실망
1,속임수
1,속이기
1,번거로운
1,만들다
1,녹
1,낭비
1,과열
1,공연히
1,경고의
1,감염되는
1,향연
1,틀리게
1,탁한
1,차별적인
1,예속
1,악취
1,부재자
1,발휘
1,문서화
1,무른
1,모욕한
1,대담
1,광기
1,과소
1,가라앉는
1,현기증
1,헤로인
1,지터
1,우스운
1,어설픈
1,아파
1,불일치
1,반항
1,매국노
1,난처한
1,그리워
1,게토
1,황폐한
1,통렬한
1,창백한
1,사기의
1,부정하게
1,변덕스러운
1,버스트
1,뒤틀린
1,격퇴
1,겁쟁이
1,해충
1,핑
1,전리품
1,음수
1,으깬
1,소란
1,비뚤어진
1,불행
1,변명
1,먹다
1,균열
1,괴롭힘
1,퇴폐적인
1,찌르기
1,위선
1,살인자
1,불공평한
1,미안하다
1,긴장된
1,간과
1,가장자리의
1,혼동
1,반감
1,망가
1,도당
1,기만
1,곤란
1,고생
1,헤게모니
1,헛소리
1,지저분한
1,절망
1,스페이드
1,반대자
1,독재자의
1,독사
1,도망자
1,느와르
1,꾸며낸
1,기형의
1,게으른
1,혼수
1,유휴
1,스튜
1,산산조각
1,바이어스
1,뜻밖에
1,뒤집힌
1,도전적인
1,굽기
1,감상적인
1,하등의
1,오용
1,아프다
1,소나기
1,비명
1,불연속
1,부기
1,변칙
1,버릇
1,피켓
1,침략자
1,착각
1,얼룩
1,양보
1,수피
1,사별
1,불법의
1,미워하는
1,기우는
1,고집
1,간섭의
1,흐릿한
1,편파
1,탐욕스러운
1,자만
1,인플레이션의
1,신경질적인
1,비관적인
1,불결한
1,무정부주의자
1,말뚝을
1,똥
1,딜레마
1,대변
1,기형
1,굴욕
1,고약한
1,고뇌
